Technologies param;c_p;fmin_perc;fmax_perc;f_min;f_max
H2_RETROFITTED;1.0;0.0;1.0;0.0;0.0
H2_NEW;1.0;0.0;1.0;0.0;0.0
H2_SUBSEA_RETRO;1.0;0.0;1.0;0.0;0.0
H2_SUBSEA_NEW;1.0;0.0;1.0;0.0;0.0
H2_ELECTROLYSIS;0.8946;0.0;1.0;0.0;0.0
H2_NG;0.85484;0.0;1.0;0.0;0.0
H2_BIOMASS;0.85484;0.0;1.0;0.0;0.0
BIOMASS_TO_METHANE;0.85;0.0;1.0;0.0;0.0
BIOWASTE_TO_METHANE;0.85;0.0;1.0;0.0;0.0
SYN_METHANATION;1.0;0.0;1.0;0.0;0.0
BIOMETHANATION_WET_BIOMASS;0.8449;0.0;1.0;0.0;0.0
BIOMETHANATION_BIOWASTE;0.8449;0.0;1.0;0.0;0.0
BIOMASS_TO_GASOLINE;0.91;0.0;1.0;0.0;0.0
BIOMASS_TO_DIESEL;0.91;0.0;1.0;0.0;0.0
BIOMASS_TO_JET_FUEL;0.91;0.0;1.0;0.0;0.0
BIOMASS_TO_LFO;0.91;0.0;1.0;0.0;0.0
BIOWASTE_TO_GASOLINE;0.91;0.0;1.0;0.0;0.0
BIOWASTE_TO_DIESEL;0.91;0.0;1.0;0.0;0.0
BIOWASTE_TO_JET_FUEL;0.91;0.0;1.0;0.0;0.0
BIOWASTE_TO_LFO;0.91;0.0;1.0;0.0;0.0
DIESEL_TO_JET_FUEL;1.0;0.0;1.0;0.0;0.0
ATM_CCS;1.0;0.0;1.0;0.0;0.0
INDUSTRY_CCS;1.0;0.0;1.0;0.0;0.0
SYN_METHANOLATION;0.9443;0.0;1.0;0.0;0.0
METHANE_TO_METHANOL;0.8449;0.0;1.0;0.0;0.0
BIOMASS_TO_METHANOL;0.994;0.0;1.0;0.0;0.0
BIOWASTE_TO_METHANOL;1.0;0.0;1.0;0.0;0.0
HABER_BOSCH;0.994;0.0;1.0;0.0;0.0
POWER_TO_GASOLINE;0.91;0.0;1.0;0.0;0.0
POWER_TO_DIESEL;0.91;0.0;1.0;0.0;0.0
POWER_TO_JET_FUEL;0.91;0.0;1.0;0.0;0.0
POWER_TO_LFO;0.91;0.0;1.0;0.0;0.0
H2_TO_GASOLINE;0.91;0.0;1.0;0.0;0.0
H2_TO_DIESEL;0.91;0.0;1.0;0.0;0.0
H2_TO_JET_FUEL;0.91;0.0;1.0;0.0;0.0
H2_TO_LFO;0.91;0.0;1.0;0.0;0.0
AMMONIA_TO_H2;0.994;0.0;1.0;0.0;0.0
OIL_TO_HVC;0.994;0.0;1.0;0.0;1000000000000000.0
GAS_TO_HVC;0.994;0.0;1.0;0.0;0.0
BIOMASS_TO_HVC;0.994;0.0;1.0;0.0;0.0
METHANOL_TO_HVC;1.0;0.0;1.0;0.0;0.0
BATT_LI;1.0;0.0;1.0;0.0;1000000000000000.0
CAES;1.0;0.0;1.0;0.0;0.0
BEV_BATT;1.0;0.0;1.0;0.0;0.0
PHEV_BATT;1.0;0.0;1.0;0.0;0.0
DAM_STORAGE;1.0;0.0;1.0;0.0;0.0
PHS;1.0;0.0;1.0;0.0;0.0
TS_DEC_DIRECT_ELEC;1.0;0.0;1.0;0.0;0.0
TS_DEC_HP_ELEC;1.0;0.0;1.0;0.0;0.0
TS_DEC_THHP_GAS;1.0;0.0;1.0;0.0;0.0
TS_DEC_COGEN_GAS;1.0;0.0;1.0;0.0;0.0
TS_DEC_COGEN_OIL;1.0;0.0;1.0;0.0;0.0
TS_DEC_ADVCOGEN_GAS;1.0;0.0;1.0;0.0;0.0
TS_DEC_ADVCOGEN_H2;1.0;0.0;1.0;0.0;0.0
TS_DEC_BOILER_GAS;1.0;0.0;1.0;0.0;0.0
TS_DEC_BOILER_WOOD;1.0;0.0;1.0;0.0;0.0
TS_DEC_BOILER_OIL;1.0;0.0;1.0;0.0;0.0
TS_DHN_DAILY;1.0;0.0;1.0;0.0;0.0
TS_DHN_SEASONAL;1.0;0.0;1.0;0.0;0.0
TS_HIGH_TEMP;1.0;0.0;1.0;0.0;0.0
GAS_STORAGE;1.0;0.0;1.0;0.0;0.0
H2_STORAGE;1.0;0.0;1.0;0.0;0.0
DIESEL_STORAGE;1.0;0.0;1.0;7.4452284799861035;1000000000000000.0
JET_FUEL_STORAGE;1.0;0.0;1.0;0.27357311338313023;1000000000000000.0
GASOLINE_STORAGE;1.0;0.0;1.0;6.891997936968012;1000000000000000.0
LFO_STORAGE;1.0;0.0;1.0;0.0;0.0
AMMONIA_STORAGE;1.0;0.0;1.0;0.0;0.0
METHANOL_STORAGE;1.0;0.0;1.0;0.0;0.0
PT_STORAGE;1.0;0.0;1.0;0.0;0.0
ST_STORAGE;1.0;0.0;1.0;0.0;0.0
TS_COLD;1.0;0.0;1.0;0.0;0.0
CO2_STORAGE;1.0;0.0;1.0;0.0;0.0
STOVE_WOOD;0.1875;0.0;1.0;0.00019755251141552512;1000000000000000.0
STOVE_LPG;0.1875;0.0;1.0;0.037358123425263505;1000000000000000.0
STOVE_NG;0.1875;0.0;1.0;0.00010052659255031393;1000000000000000.0
STOVE_OIL;0.1875;0.0;1.0;0.000342839035163908;1000000000000000.0
STOVE_ELEC;0.1875;0.0;1.0;0.0;1000000000000000.0
PLANE;0.114155251;0.0;1.0;0.0;1000000000000000.0
FERMENTATION_TO_BIOETHANOL;0.92;0.0;1.0;0.0;0.0
ESTERIFICATION_TO_BIODIESEL;0.8449;0.0;1.0;0.0;0.0
IND_BOILER_DIESEL;0.9;0.0;1.0;6.009792743876715e-05;1000000000000000.0
IND_BOILER_LPG;0.9443;0.0;1.0;0.0;0.0
LPG_STORAGE;1.0;0.0;1.0;0.12666794828399136;1000000000000000.0
LNG_STORAGE;1.0;0.0;1.0;0.0;1000000000000000.0
CAR_FG_PRIVATE;0.1343125;0.0;1.0;0.0;1000000000000000.0
BUS_FG_PRIVATE;0.48372222;0.0;0.0;0.0;0.0
PICKUP_TRUCK_FG_PRIVATE;0.1343125;0.0;1.0;0.0;1000000000000000.0
SUV_FG_PRIVATE;0.1343125;0.0;1.0;0.0;1000000000000000.0
MOTORCYCLE_FG_PRIVATE;0.01989583;0.0;0.0;0.0;0.0
CAR_FG_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
BUS_FG_PUBLIC;0.48372222;0.0;1.0;0.0;1000000000000000.0
PICKUP_TRUCK_FG_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
SUV_FG_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
MOTORCYCLE_FG_PUBLIC;0.01989583;0.0;0.0;0.0;0.0
CAR_GASOLINE_PRIVATE;0.1343125;0.0;1.0;0.006466966366776683;1000000000000000.0
BUS_GASOLINE_PRIVATE;0.48372222;0.0;0.0;0.0;0.0
PICKUP_TRUCK_GASOLINE_PRIVATE;0.1343125;0.0;1.0;0.022380773803757102;1000000000000000.0
SUV_GASOLINE_PRIVATE;0.1343125;0.0;1.0;0.03200222698712063;1000000000000000.0
MOTORCYCLE_GASOLINE_PRIVATE;0.01989583;0.0;1.0;0.3250963914881008;1000000000000000.0
CAR_GASOLINE_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
BUS_GASOLINE_PUBLIC;0.48372222;0.0;1.0;0.04649411874705313;1000000000000000.0
PICKUP_TRUCK_GASOLINE_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
SUV_GASOLINE_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
MOTORCYCLE_GASOLINE_PUBLIC;0.01989583;0.0;0.0;0.0;0.0
CAR_DIESEL_PRIVATE;0.1343125;0.0;1.0;0.00015185395860734048;1000000000000000.0
BUS_DIESEL_PRIVATE;0.48372222;0.0;0.0;0.0;0.0
PICKUP_TRUCK_DIESEL_PRIVATE;0.1343125;0.0;1.0;0.004104558032756781;1000000000000000.0
SUV_DIESEL_PRIVATE;0.1343125;0.0;1.0;0.0007118302405638137;1000000000000000.0
MOTORCYCLE_DIESEL_PRIVATE;0.01989583;0.0;0.0;0.0;0.0
CAR_DIESEL_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
BUS_DIESEL_PUBLIC;0.48372222;0.0;1.0;0.006495529012333424;1000000000000000.0
PICKUP_TRUCK_DIESEL_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
SUV_DIESEL_PUBLIC;0.1343125;0.0;0.0;0.0;0.0
MOTORCYCLE_DIESEL_PUBLIC;0.01989583;0.0;0.0;0.0;0.0
TRUCK_FG;0.01805556;0.0;1.0;0.0;1000000000000000.0
VAN_FG;0.0203125;0.0;1.0;0.0;1000000000000000.0
CARGO_MOTORCYCLE_FG;0.01075;0.0;0.0;0.0;0.0
TRUCK_GASOLINE;0.01805556;0.0;1.0;0.044912792864133806;1000000000000000.0
VAN_GASOLINE;0.0203125;0.0;1.0;0.0003969152159714122;1000000000000000.0
CARGO_MOTORCYCLE_GASOLINE;0.01075;0.0;0.0;0.0;1000000000000000.0
TRUCK_DIESEL_P;0.01805556;0.0;1.0;0.07465512720574732;1000000000000000.0
VAN_DIESEL;0.0203125;0.0;1.0;0.00014511053706231232;1000000000000000.0
CARGO_MOTORCYCLE_DIESEL;0.01075;0.0;0.0;0.0;0.0
CONVENTIONAL_BULB;1.0;0.0;1.0;0.0;1000000000000000.0
LED_BULB;1.0;0.3883;0.3883;0.0;1000000000000000.0
CONVENTIONAL_LIGHT;1.0;0.0;1.0;0.0;1000000000000000.0
LED_LIGHT;1.0;0.026666667;0.026666667;0.0;1000000000000000.0
REFRIGERATOR_EL;1.0;0.0;1.0;0.0;1000000000000000.0
COMM_MACHINERY_DIESEL;1.0;0.0;1.0;1.4812005856515371e-05;1000000000000000.0
COMM_MACHINERY_EL;1.0;0.0;1.0;0.0;1000000000000000.0
IND_MACHINERY_EL;1.0;0.0;1.0;0.0;0.0
TRACTOR_DIESEL;1.0;0.0;1.0;0.0;1000000000000000.0
AGR_MACHINERY_DIESEL;1.0;0.0;1.0;0.0004047022369903467;1000000000000000.0
AGR_MACHINERY_EL;1.0;0.0;1.0;0.0;1000000000000000.0
MIN_MACHINERY_DIESEL;1.0;0.0;1.0;0.0;1000000000000000.0
MIN_MACHINERY_EL;1.0;0.0;1.0;0.0;0.0
FISH_MACHINERY_DIESEL;1.0;0.0;1.0;0.10142876865310073;1000000000000000.0
FISH_MACHINERY_EL;1.0;0.0;1.0;0.09695516881852247;1000000000000000.0
TRACTOR_EL;1.0;0.0;1.0;0.0;0.0
BUS_ELEC_PUBLIC;0.48372222;0.0;1.0;0.0;0.0
BUS_ELEC_PRIVATE;0.48372222;0.0;1.0;0.0;0.0
PICKUP_TRUCK_ELEC_PUBLIC;0.0;0.0;1.0;0.0;0.0
PICKUP_TRUCK_ELEC_PRIVATE;0.0;0.0;1.0;0.0;0.0
SUV_ELEC_PUBLIC;0.1343125;0.0;1.0;0.0;0.0
SUV_ELEC_PRIVATE;0.1343125;0.0;1.0;0.0;0.0
MOTORCYCLE_ELEC_PUBLIC;0.01989583;0.0;1.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE;0.01989583;0.0;1.0;0.0;0.0
VAN_ELEC;0.0;0.0;1.0;0.0;0.0
CARGO_MOTORCYCLE_ELEC;0.0203125;0.0;1.0;0.0;0.0
TRAIN_FREIGHT_ELEC;0.342465753;0.0;1.0;0.0;0.0
BOAT_FREIGHT_ELEC;0.114155251;0.0;1.0;0.0;0.0
FUEL_CELL;1.0;0.0;1.0;0.0;0.0
ETHANOL_TO_FUELS;0.95;0.0;1.0;0.0;0.0
BIO_HYDROLYSIS;0.8449;0.0;1.0;0.0;0.0
PYROLYSIS_TO_FUELS;0.8449;0.0;1.0;0.0;0.0
PYROLYSIS_TO_LFO;0.8449;0.0;1.0;0.0;0.0
FB_ST_BIOMASS;0.409994599;0.0;1.0;0.0;0.0
CFB_ST_BIOMASS;0.409994599;0.0;1.0;0.0;0.0
BFB_ST_BIOMASS;0.409994599;0.0;1.0;0.0;0.0
REGASIFICATION;1.0;0.0;1.0;0.0;1000000000000000.0
LIQUEFACTION;1.0;0.0;1.0;0.0;0.0
DIESEL_PIPELINE;1.0;0.0;1.0;0.0;1000000000000000.0
GASOLINE_PIPELINE;1.0;0.0;1.0;0.0;1000000000000000.0
LPG_PIPELINE;1.0;0.0;1.0;0.0;1000000000000000.0
LFO_PIPELINE;1.0;0.0;1.0;0.0;1000000000000000.0
JET_FUEL_PIPELINE;1.0;0.0;1.0;0.0;1000000000000000.0
SUV_ELEC_PRIVATE_BATT;1.0;0.0;1.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE_BATT;1.0;0.0;1.0;0.0;0.0
BUS_ELEC_PUBLIC_BATT;1.0;0.0;1.0;0.0;0.0
PV_HS;1.0;0.0;1.0;0.0;1000000000000000.0
HS_DIESEL;0.85;0.0;1.0;0.0;1000000000000000.0
BATT_HS;1.0;0.0;1.0;0.0;1000000000000000.0
