scenario;source_2035_scenario;cluster;technology;vintage_year;capacity_GW;c_inv;status;f_min_2050_GW
early_access_brazil;early_access;C3;HS_DIESEL;2035;2.922254462367914e-05;1302.41;retired_at_2050;0.0
early_access_brazil;early_access;C3;IND_BOILER_WOOD;2035;0.0015000372236146;126.7;chained_to_2050;0.0015000372236146
early_access_brazil;early_access;C3;IND_BOILER_OIL;2035;0.0003508657067771;60.34;chained_to_2050;0.0003508657067771
early_access_brazil;early_access;C3;DEC_BOILER_GAS;2035;1.397034667593121e-05;174.39;chained_to_2050;1.397034667593121e-05
early_access_brazil;early_access;C3;DEC_SOLAR;2035;0.0008691844599691;743.38;chained_to_2050;0.0008691844599691
early_access_brazil;early_access;C3;DEC_DIRECT_ELEC;2035;0.0005449335225947;42.16;retired_at_2050;0.0
early_access_brazil;early_access;C3;DEC_ELEC_COLD;2035;0.0149081636964462;510.64;chained_to_2050;0.0149081636964462
early_access_brazil;early_access;C3;GRID;2035;1.0;0.0;chained_to_2050;1.0
early_access_brazil;early_access;C3;HVAC_LINE;2035;0.0311499957687463;2.0;chained_to_2050;0.0311499957687463
early_access_brazil;early_access;C3;BATT_LI;2035;0.1711152027261088;322.39116;retired_at_2050;0.0
early_access_brazil;early_access;C3;BATT_HS;2035;0.0002393669144075;451.44;retired_at_2050;0.0
early_access_brazil;early_access;C3;DIESEL_STORAGE;2035;19.27703786214855;0.01;chained_to_2050;19.27703786214855
early_access_brazil;early_access;C3;JET_FUEL_STORAGE;2035;0.7083300773010399;0.01;chained_to_2050;0.7083300773010399
early_access_brazil;early_access;C3;GASOLINE_STORAGE;2035;17.84462431662407;0.01;chained_to_2050;17.84462431662407
early_access_brazil;early_access;C3;STOVE_WOOD;2035;0.0057394078063926;53.65514911;retired_at_2050;0.0
early_access_brazil;early_access;C3;STOVE_LPG;2035;0.0298664650144595;52.20521443;retired_at_2050;0.0
early_access_brazil;early_access;C3;STOVE_NG;2035;0.0002602814589175;70.48592219;retired_at_2050;0.0
early_access_brazil;early_access;C3;STOVE_OIL;2035;0.0008876720276943;17.37818595;retired_at_2050;0.0
early_access_brazil;early_access;C3;STOVE_ELEC;2035;0.0095217795757712;20.60357726;retired_at_2050;0.0
early_access_brazil;early_access;C3;IND_BOILER_DIESEL;2035;0.000155604361342;171.6964771;chained_to_2050;0.000155604361342
early_access_brazil;early_access;C3;LPG_STORAGE;2035;6.580019390621196;0.01;chained_to_2050;6.580019390621196
early_access_brazil;early_access;C3;LED_BULB;2035;0.0005132039588554;0.60161002;retired_at_2050;0.0
early_access_brazil;early_access;C3;LED_LIGHT;2035;0.0004341628961803;2187.69928;retired_at_2050;0.0
early_access_brazil;early_access;C3;REFRIGERATOR_EL;2035;0.0015658145349495;5.96e-05;retired_at_2050;0.0
early_access_brazil;early_access;C3;COMM_MACHINERY_DIESEL;2035;9.461808122849508e-05;0.08519203;chained_to_2050;9.461808122849508e-05
early_access_brazil;early_access;C3;COMM_MACHINERY_EL;2035;9.461808122849508e-05;0.06278883;retired_at_2050;0.0
early_access_brazil;early_access;C3;IND_MACHINERY_EL;2035;0.0007254742692887;0.06278883;chained_to_2050;0.0007254742692887
early_access_brazil;early_access;C3;AGR_MACHINERY_DIESEL;2035;0.0010478470024567;0.14693009;chained_to_2050;0.0010478470024567
early_access_brazil;early_access;C3;FISH_MACHINERY_DIESEL;2035;0.2626173553831055;0.08519203;chained_to_2050;0.2626173553831055
early_access_brazil;early_access;C3;FISH_MACHINERY_EL;2035;0.2510343994505795;0.06278883;retired_at_2050;0.0
early_access_brazil;early_access;C4;PV_UTILITY;pre-2035;0.0004;882.2095856;retired_at_2050;0.0
early_access_brazil;early_access;C4;PV_UTILITY;2035;0.059047314562266404;529.3257513599999;chained_to_2050;0.059047314562266404
early_access_brazil;early_access;C4;PV_HS;2035;0.0010569765238928;1774.5;chained_to_2050;0.0010569765238928
early_access_brazil;early_access;C4;GENSET_DIESEL;pre-2035;0.00742;384.6;retired_at_2050;0.0
early_access_brazil;early_access;C4;GENSET_DIESEL;2035;0.0;384.6;chained_to_2050;0.0
early_access_brazil;early_access;C4;HS_DIESEL;2035;9.45617861762172e-05;1302.41;retired_at_2050;0.0
early_access_brazil;early_access;C4;IND_BOILER_WOOD;2035;0.0005863463781422;126.7;chained_to_2050;0.0005863463781422
early_access_brazil;early_access;C4;IND_BOILER_OIL;2035;0.0001371491541305;60.34;chained_to_2050;0.0001371491541305
early_access_brazil;early_access;C4;DEC_SOLAR;2035;0.0003344211447735;743.38;chained_to_2050;0.0003344211447735
early_access_brazil;early_access;C4;DEC_DIRECT_ELEC;2035;0.0002130079122515;42.16;retired_at_2050;0.0
early_access_brazil;early_access;C4;DEC_ELEC_COLD;2035;0.0079986216568941;510.64;chained_to_2050;0.0079986216568941
early_access_brazil;early_access;C4;GRID;2035;1.0;0.0;chained_to_2050;1.0
early_access_brazil;early_access;C4;HVAC_LINE;2035;0.4075641957687464;2.0;chained_to_2050;0.4075641957687464
early_access_brazil;early_access;C4;BATT_LI;2035;0.077238950153596;322.39116;retired_at_2050;0.0
early_access_brazil;early_access;C4;BATT_HS;2035;0.0005284882619464;451.44;retired_at_2050;0.0
early_access_brazil;early_access;C4;DIESEL_STORAGE;2035;7.535160563912947;0.01;chained_to_2050;7.535160563912947
early_access_brazil;early_access;C4;JET_FUEL_STORAGE;2035;0.2768776459786088;0.01;chained_to_2050;0.2768776459786088
early_access_brazil;early_access;C4;GASOLINE_STORAGE;2035;6.975247462292479;0.01;chained_to_2050;6.975247462292479
early_access_brazil;early_access;C4;STOVE_WOOD;2035;0.0047255603196347;53.65514911;retired_at_2050;0.0
early_access_brazil;early_access;C4;STOVE_LPG;2035;0.013255266677173;52.20521443;retired_at_2050;0.0
early_access_brazil;early_access;C4;STOVE_NG;2035;0.0001017408690473;70.48592219;retired_at_2050;0.0
early_access_brazil;early_access;C4;STOVE_OIL;2035;0.0003469802417053;17.37818595;retired_at_2050;0.0
early_access_brazil;early_access;C4;STOVE_ELEC;2035;0.0038706133716784;20.60357726;retired_at_2050;0.0
early_access_brazil;early_access;C4;IND_BOILER_DIESEL;2035;6.082385974141995e-05;171.6964771;chained_to_2050;6.082385974141995e-05
early_access_brazil;early_access;C4;LPG_STORAGE;2035;2.642076189368001;0.01;chained_to_2050;2.642076189368001
early_access_brazil;early_access;C4;LED_BULB;2035;0.0002759957632234;0.60161002;retired_at_2050;0.0
early_access_brazil;early_access;C4;LED_LIGHT;2035;0.0001342159097467;2187.69928;retired_at_2050;0.0
early_access_brazil;early_access;C4;REFRIGERATOR_EL;2035;0.000939076194869;5.96e-05;retired_at_2050;0.0
early_access_brazil;early_access;C4;COMM_MACHINERY_DIESEL;2035;4.766584860595537e-05;0.08519203;chained_to_2050;4.766584860595537e-05
early_access_brazil;early_access;C4;COMM_MACHINERY_EL;2035;4.766584860595537e-05;0.06278883;retired_at_2050;0.0
early_access_brazil;early_access;C4;IND_MACHINERY_EL;2035;0.000159162600549;0.06278883;chained_to_2050;0.000159162600549
early_access_brazil;early_access;C4;AGR_MACHINERY_DIESEL;2035;0.0004095906988609;0.14693009;chained_to_2050;0.0004095906988609
early_access_brazil;early_access;C4;FISH_MACHINERY_DIESEL;2035;0.1026539426769238;0.08519203;chained_to_2050;0.1026539426769238
early_access_brazil;early_access;C4;FISH_MACHINERY_EL;2035;0.0981263055274586;0.06278883;retired_at_2050;0.0
early_access_brazil;early_access;C5;PV_UTILITY;pre-2035;0.0051;882.2095856;retired_at_2050;0.0
early_access_brazil;early_access;C5;PV_UTILITY;2035;0.0515028528666311;529.3257513599999;chained_to_2050;0.0515028528666311
early_access_brazil;early_access;C5;GENSET_DIESEL;pre-2035;0.02736;384.6;retired_at_2050;0.0
early_access_brazil;early_access;C5;GENSET_DIESEL;2035;0.0;384.6;chained_to_2050;0.0
early_access_brazil;early_access;C5;IND_BOILER_WOOD;2035;0.0005793483385859;126.7;chained_to_2050;0.0005793483385859
early_access_brazil;early_access;C5;IND_BOILER_OIL;2035;0.0001355122800208;60.34;chained_to_2050;0.0001355122800208
early_access_brazil;early_access;C5;DEC_SOLAR;2035;0.0004517626365668;743.38;chained_to_2050;0.0004517626365668
early_access_brazil;early_access;C5;DEC_DIRECT_ELEC;2035;0.0002295237601465;42.16;retired_at_2050;0.0
early_access_brazil;early_access;C5;DEC_ELEC_COLD;2035;0.0070476218486665;510.64;chained_to_2050;0.0070476218486665
early_access_brazil;early_access;C5;GRID;2035;1.0;0.0;chained_to_2050;1.0
early_access_brazil;early_access;C5;HVAC_LINE;2035;0.3822565330631741;2.0;chained_to_2050;0.3822565330631741
early_access_brazil;early_access;C5;BATT_LI;2035;0.0863961834105319;322.39116;retired_at_2050;0.0
early_access_brazil;early_access;C5;DIESEL_STORAGE;2035;7.445228479986103;0.01;chained_to_2050;7.445228479986103
early_access_brazil;early_access;C5;JET_FUEL_STORAGE;2035;0.2735731133831302;0.01;chained_to_2050;0.2735731133831302
early_access_brazil;early_access;C5;GASOLINE_STORAGE;2035;6.891997936968012;0.01;chained_to_2050;6.891997936968012
early_access_brazil;early_access;C5;STOVE_WOOD;2035;0.000245483652968;53.65514911;retired_at_2050;0.0
early_access_brazil;early_access;C5;STOVE_LPG;2035;0.0120254258800608;52.20521443;retired_at_2050;0.0
early_access_brazil;early_access;C5;STOVE_NG;2035;0.0001005265925503;70.48592219;retired_at_2050;0.0
early_access_brazil;early_access;C5;STOVE_OIL;2035;0.0003428390351639;17.37818595;retired_at_2050;0.0
early_access_brazil;early_access;C5;STOVE_ELEC;2035;0.0036459547973075;20.60357726;retired_at_2050;0.0
early_access_brazil;early_access;C5;IND_BOILER_DIESEL;2035;6.009792743876715e-05;171.6964771;chained_to_2050;6.009792743876715e-05
early_access_brazil;early_access;C5;LPG_STORAGE;2035;2.527346694476416;0.01;chained_to_2050;2.527346694476416
early_access_brazil;early_access;C5;LED_BULB;2035;0.0002306101235187;0.60161002;retired_at_2050;0.0
early_access_brazil;early_access;C5;LED_LIGHT;2035;0.0001671629433725;2187.69928;retired_at_2050;0.0
early_access_brazil;early_access;C5;REFRIGERATOR_EL;2035;0.0006585627220359;5.96e-05;retired_at_2050;0.0
early_access_brazil;early_access;C5;COMM_MACHINERY_DIESEL;2035;6.139661921043918e-05;0.08519203;chained_to_2050;6.139661921043918e-05
early_access_brazil;early_access;C5;COMM_MACHINERY_EL;2035;6.139661921043918e-05;0.06278883;retired_at_2050;0.0
early_access_brazil;early_access;C5;IND_MACHINERY_EL;2035;0.0003768607705856;0.06278883;chained_to_2050;0.0003768607705856
early_access_brazil;early_access;C5;AGR_MACHINERY_DIESEL;2035;0.0004047022369903;0.14693009;chained_to_2050;0.0004047022369903
early_access_brazil;early_access;C5;FISH_MACHINERY_DIESEL;2035;0.1014287686531007;0.08519203;chained_to_2050;0.1014287686531007
early_access_brazil;early_access;C5;FISH_MACHINERY_EL;2035;0.0969551688185224;0.06278883;retired_at_2050;0.0
